,Province_State,Date,Confirmed_Cases
1636,Georgia,2020-02-19,0
1637,Grand Princess,2020-02-19,0
1638,Guam,2020-02-19,0
1639,Hawaii,2020-02-19,0
1640,Idaho,2020-02-19,0
1641,Illinois,2020-02-19,2
1642,Indiana,2020-02-19,0
1643,Iowa,2020-02-19,0
1644,Kansas,2020-02-19,0
1645,Kentucky,2020-02-19,0
1646,Louisiana,2020-02-19,0
1647,Maine,2020-02-19,0
1648,Maryland,2020-02-19,0
1649,Massachusetts,2020-02-19,1
1650,Michigan,2020-02-19,0
1651,Minnesota,2020-02-19,0
1652,Mississippi,2020-02-19,0
1653,Missouri,2020-02-19,0
1654,Montana,2020-02-19,0
1655,Nebraska,2020-02-19,0
1656,Nevada,2020-02-19,0
1657,New Hampshire,2020-02-19,0
1658,New Jersey,2020-02-19,0
1659,New Mexico,2020-02-19,0
1660,New York,2020-02-19,0
1661,North Carolina,2020-02-19,0
1662,North Dakota,2020-02-19,0
1663,Northern Mariana Islands,2020-02-19,0
1664,Ohio,2020-02-19,0
1665,Oklahoma,2020-02-19,0
1666,Oregon,2020-02-19,0
1667,Pennsylvania,2020-02-19,0
1668,Puerto Rico,2020-02-19,0
1669,Rhode Island,2020-02-19,0
1670,South Carolina,2020-02-19,0
1671,South Dakota,2020-02-19,0
1672,Tennessee,2020-02-19,0
1673,Texas,2020-02-19,0
1674,Utah,2020-02-19,0
1675,Vermont,2020-02-19,0
1676,Virgin Islands,2020-02-19,0
1677,Virginia,2020-02-19,0
1678,Washington,2020-02-19,1
1679,West Virginia,2020-02-19,0
1680,Wisconsin,2020-02-19,0
1681,Wyoming,2020-02-19,0
1682,Alabama,2020-02-20,0
1683,Alaska,2020-02-20,0
1684,American Samoa,2020-02-20,0
1685,Arizona,2020-02-20,1
1686,Arkansas,2020-02-20,0
1687,California,2020-02-20,8
1688,Colorado,2020-02-20,0
1689,Connecticut,2020-02-20,0
1690,Delaware,2020-02-20,0
1691,Diamond Princess,2020-02-20,0
1692,District of Columbia,2020-02-20,0
1693,Florida,2020-02-20,0
1694,Georgia,2020-02-20,0
1695,Grand Princess,2020-02-20,0
1696,Guam,2020-02-20,0
1697,Hawaii,2020-02-20,0
1698,Idaho,2020-02-20,0
1699,Illinois,2020-02-20,2
1700,Indiana,2020-02-20,0
1701,Iowa,2020-02-20,0
1702,Kansas,2020-02-20,0
1703,Kentucky,2020-02-20,0
1704,Louisiana,2020-02-20,0
1705,Maine,2020-02-20,0
1706,Maryland,2020-02-20,0
1707,Massachusetts,2020-02-20,1
1708,Michigan,2020-02-20,0
1709,Minnesota,2020-02-20,0
1710,Mississippi,2020-02-20,0
1711,Missouri,2020-02-20,0
1712,Montana,2020-02-20,0
1713,Nebraska,2020-02-20,0
1714,Nevada,2020-02-20,0
1715,New Hampshire,2020-02-20,0
1716,New Jersey,2020-02-20,0
1717,New Mexico,2020-02-20,0
1718,New York,2020-02-20,0
1719,North Carolina,2020-02-20,0
1720,North Dakota,2020-02-20,0
1721,Northern Mariana Islands,2020-02-20,0
1722,Ohio,2020-02-20,0
1723,Oklahoma,2020-02-20,0
1724,Oregon,2020-02-20,0
1725,Pennsylvania,2020-02-20,0
1726,Puerto Rico,2020-02-20,0
1727,Rhode Island,2020-02-20,0
1728,South Carolina,2020-02-20,0
1729,South Dakota,2020-02-20,0
1730,Tennessee,2020-02-20,0
1731,Texas,2020-02-20,0
1732,Utah,2020-02-20,0
1733,Vermont,2020-02-20,0
1734,Virgin Islands,2020-02-20,0
1735,Virginia,2020-02-20,0
1736,Washington,2020-02-20,1
1737,West Virginia,2020-02-20,0
1738,Wisconsin,2020-02-20,0
1739,Wyoming,2020-02-20,0
1740,Alabama,2020-02-21,0
1741,Alaska,2020-02-21,0
1742,American Samoa,2020-02-21,0
1743,Arizona,2020-02-21,1
1744,Arkansas,2020-02-21,0
1745,California,2020-02-21,10
1746,Colorado,2020-02-21,0
1747,Connecticut,2020-02-21,0
1748,Delaware,2020-02-21,0
1749,Diamond Princess,2020-02-21,0
1750,District of Columbia,2020-02-21,0
1751,Florida,2020-02-21,0
1752,Georgia,2020-02-21,0
1753,Grand Princess,2020-02-21,0
1754,Guam,2020-02-21,0
1755,Hawaii,2020-02-21,0
1756,Idaho,2020-02-21,0
1757,Illinois,2020-02-21,2
1758,Indiana,2020-02-21,0
1759,Iowa,2020-02-21,0
1760,Kansas,2020-02-21,0
1761,Kentucky,2020-02-21,0
1762,Louisiana,2020-02-21,0
1763,Maine,2020-02-21,0
1764,Maryland,2020-02-21,0
1765,Massachusetts,2020-02-21,1
1766,Michigan,2020-02-21,0
1767,Minnesota,2020-02-21,0
1768,Mississippi,2020-02-21,0
1769,Missouri,2020-02-21,0
1770,Montana,2020-02-21,0
1771,Nebraska,2020-02-21,0
1772,Nevada,2020-02-21,0
1773,New Hampshire,2020-02-21,0
1774,New Jersey,2020-02-21,0
1775,New Mexico,2020-02-21,0
1776,New York,2020-02-21,0
1777,North Carolina,2020-02-21,0
1778,North Dakota,2020-02-21,0
1779,Northern Mariana Islands,2020-02-21,0
1780,Ohio,2020-02-21,0
1781,Oklahoma,2020-02-21,0
1782,Oregon,2020-02-21,0
1783,Pennsylvania,2020-02-21,0
1784,Puerto Rico,2020-02-21,0
1785,Rhode Island,2020-02-21,0
1786,South Carolina,2020-02-21,0
1787,South Dakota,2020-02-21,0
1788,Tennessee,2020-02-21,0
1789,Texas,2020-02-21,0
1790,Utah,2020-02-21,0
1791,Vermont,2020-02-21,0
1792,Virgin Islands,2020-02-21,0
1793,Virginia,2020-02-21,0
1794,Washington,2020-02-21,1
1795,West Virginia,2020-02-21,0
1796,Wisconsin,2020-02-21,0
1797,Wyoming,2020-02-21,0
1798,Alabama,2020-02-22,0
1799,Alaska,2020-02-22,0
1800,American Samoa,2020-02-22,0
1801,Arizona,2020-02-22,1
1802,Arkansas,2020-02-22,0
1803,California,2020-02-22,10
1804,Colorado,2020-02-22,0
1805,Connecticut,2020-02-22,0
1806,Delaware,2020-02-22,0
1807,Diamond Princess,2020-02-22,0
1808,District of Columbia,2020-02-22,0
1809,Florida,2020-02-22,0
1810,Georgia,2020-02-22,0
1811,Grand Princess,2020-02-22,0
1812,Guam,2020-02-22,0
1813,Hawaii,2020-02-22,0
1814,Idaho,2020-02-22,0
1815,Illinois,2020-02-22,2
1816,Indiana,2020-02-22,0
1817,Iowa,2020-02-22,0
1818,Kansas,2020-02-22,0
1819,Kentucky,2020-02-22,0
1820,Louisiana,2020-02-22,0
1821,Maine,2020-02-22,0
1822,Maryland,2020-02-22,0
1823,Massachusetts,2020-02-22,1
1824,Michigan,2020-02-22,0
1825,Minnesota,2020-02-22,0
1826,Mississippi,2020-02-22,0
1827,Missouri,2020-02-22,0
1828,Montana,2020-02-22,0
1829,Nebraska,2020-02-22,0
1830,Nevada,2020-02-22,0
1831,New Hampshire,2020-02-22,0
1832,New Jersey,2020-02-22,0
1833,New Mexico,2020-02-22,0
1834,New York,2020-02-22,0
1835,North Carolina,2020-02-22,0
1836,North Dakota,2020-02-22,0
1837,Northern Mariana Islands,2020-02-22,0
1838,Ohio,2020-02-22,0
1839,Oklahoma,2020-02-22,0
1840,Oregon,2020-02-22,0
1841,Pennsylvania,2020-02-22,0
1842,Puerto Rico,2020-02-22,0
1843,Rhode Island,2020-02-22,0
1844,South Carolina,2020-02-22,0
1845,South Dakota,2020-02-22,0
1846,Tennessee,2020-02-22,0
1847,Texas,2020-02-22,0
1848,Utah,2020-02-22,0
1849,Vermont,2020-02-22,0
1850,Virgin Islands,2020-02-22,0
1851,Virginia,2020-02-22,0
1852,Washington,2020-02-22,1
1853,West Virginia,2020-02-22,0
1854,Wisconsin,2020-02-22,0
1855,Wyoming,2020-02-22,0
1856,Alabama,2020-02-23,0
1857,Alaska,2020-02-23,0
1858,American Samoa,2020-02-23,0
1859,Arizona,2020-02-23,1
1860,Arkansas,2020-02-23,0
1861,California,2020-02-23,10
1862,Colorado,2020-02-23,0
1863,Connecticut,2020-02-23,0
1864,Delaware,2020-02-23,0
1865,Diamond Princess,2020-02-23,0
1866,District of Columbia,2020-02-23,0
1867,Florida,2020-02-23,0
1868,Georgia,2020-02-23,0
1869,Grand Princess,2020-02-23,0
1870,Guam,2020-02-23,0
1871,Hawaii,2020-02-23,0
1872,Idaho,2020-02-23,0
1873,Illinois,2020-02-23,2
1874,Indiana,2020-02-23,0
1875,Iowa,2020-02-23,0
1876,Kansas,2020-02-23,0
1877,Kentucky,2020-02-23,0
1878,Louisiana,2020-02-23,0
1879,Maine,2020-02-23,0
1880,Maryland,2020-02-23,0
1881,Massachusetts,2020-02-23,1
1882,Michigan,2020-02-23,0
1883,Minnesota,2020-02-23,0
1884,Mississippi,2020-02-23,0
1885,Missouri,2020-02-23,0
1886,Montana,2020-02-23,0
1887,Nebraska,2020-02-23,0
1888,Nevada,2020-02-23,0
1889,New Hampshire,2020-02-23,0
1890,New Jersey,2020-02-23,0
1891,New Mexico,2020-02-23,0
1892,New York,2020-02-23,0
1893,North Carolina,2020-02-23,0
1894,North Dakota,2020-02-23,0
1895,Northern Mariana Islands,2020-02-23,0
1896,Ohio,2020-02-23,0
1897,Oklahoma,2020-02-23,0
1898,Oregon,2020-02-23,0
1899,Pennsylvania,2020-02-23,0
1900,Puerto Rico,2020-02-23,0
1901,Rhode Island,2020-02-23,0
1902,South Carolina,2020-02-23,0
1903,South Dakota,2020-02-23,0
1904,Tennessee,2020-02-23,0
1905,Texas,2020-02-23,0
1906,Utah,2020-02-23,0
1907,Vermont,2020-02-23,0
1908,Virgin Islands,2020-02-23,0
1909,Virginia,2020-02-23,0
1910,Washington,2020-02-23,1
1911,West Virginia,2020-02-23,0
1912,Wisconsin,2020-02-23,0
1913,Wyoming,2020-02-23,0
1914,Alabama,2020-02-24,0
1915,Alaska,2020-02-24,0
1916,American Samoa,2020-02-24,0
1917,Arizona,2020-02-24,1
1918,Arkansas,2020-02-24,0
1919,California,2020-02-24,10
1920,Colorado,2020-02-24,0
1921,Connecticut,2020-02-24,0
1922,Delaware,2020-02-24,0
1923,Diamond Princess,2020-02-24,0
1924,District of Columbia,2020-02-24,0
1925,Florida,2020-02-24,0
1926,Georgia,2020-02-24,0
1927,Grand Princess,2020-02-24,0
1928,Guam,2020-02-24,0
1929,Hawaii,2020-02-24,0
1930,Idaho,2020-02-24,0
1931,Illinois,2020-02-24,2
1932,Indiana,2020-02-24,0
1933,Iowa,2020-02-24,0
1934,Kansas,2020-02-24,0
1935,Kentucky,2020-02-24,0
1936,Louisiana,2020-02-24,0
1937,Maine,2020-02-24,0
1938,Maryland,2020-02-24,0
1939,Massachusetts,2020-02-24,1
1940,Michigan,2020-02-24,0
1941,Minnesota,2020-02-24,0
1942,Mississippi,2020-02-24,0
1943,Missouri,2020-02-24,0
1944,Montana,2020-02-24,0
1945,Nebraska,2020-02-24,0
1946,Nevada,2020-02-24,0
1947,New Hampshire,2020-02-24,0
1948,New Jersey,2020-02-24,0
1949,New Mexico,2020-02-24,0
1950,New York,2020-02-24,0
1951,North Carolina,2020-02-24,0
1952,North Dakota,2020-02-24,0
1953,Northern Mariana Islands,2020-02-24,0
1954,Ohio,2020-02-24,0
1955,Oklahoma,2020-02-24,0
1956,Oregon,2020-02-24,0
1957,Pennsylvania,2020-02-24,0
1958,Puerto Rico,2020-02-24,0
1959,Rhode Island,2020-02-24,0
1960,South Carolina,2020-02-24,0
1961,South Dakota,2020-02-24,0
1962,Tennessee,2020-02-24,0
1963,Texas,2020-02-24,0
1964,Utah,2020-02-24,0
1965,Vermont,2020-02-24,0
1966,Virgin Islands,2020-02-24,0
1967,Virginia,2020-02-24,0
1968,Washington,2020-02-24,1
1969,West Virginia,2020-02-24,0
1970,Wisconsin,2020-02-24,0
1971,Wyoming,2020-02-24,0
1972,Alabama,2020-02-25,0
1973,Alaska,2020-02-25,0
1974,American Samoa,2020-02-25,0
1975,Arizona,2020-02-25,1
1976,Arkansas,2020-02-25,0
1977,California,2020-02-25,10
1978,Colorado,2020-02-25,0
1979,Connecticut,2020-02-25,0
1980,Delaware,2020-02-25,0
1981,Diamond Princess,2020-02-25,0
1982,District of Columbia,2020-02-25,0
1983,Florida,2020-02-25,0
1984,Georgia,2020-02-25,0
1985,Grand Princess,2020-02-25,0
1986,Guam,2020-02-25,0
1987,Hawaii,2020-02-25,0
1988,Idaho,2020-02-25,0
1989,Illinois,2020-02-25,2
1990,Indiana,2020-02-25,0
1991,Iowa,2020-02-25,0
1992,Kansas,2020-02-25,0
1993,Kentucky,2020-02-25,0
1994,Louisiana,2020-02-25,0
1995,Maine,2020-02-25,0
1996,Maryland,2020-02-25,0
1997,Massachusetts,2020-02-25,1
1998,Michigan,2020-02-25,0
1999,Minnesota,2020-02-25,0
2000,Mississippi,2020-02-25,0
2001,Missouri,2020-02-25,0
2002,Montana,2020-02-25,0
2003,Nebraska,2020-02-25,0
2004,Nevada,2020-02-25,0
2005,New Hampshire,2020-02-25,0
2006,New Jersey,2020-02-25,0
2007,New Mexico,2020-02-25,0
2008,New York,2020-02-25,0
2009,North Carolina,2020-02-25,0
2010,North Dakota,2020-02-25,0
2011,Northern Mariana Islands,2020-02-25,0
2012,Ohio,2020-02-25,0
2013,Oklahoma,2020-02-25,0
2014,Oregon,2020-02-25,0
2015,Pennsylvania,2020-02-25,0
2016,Puerto Rico,2020-02-25,0
2017,Rhode Island,2020-02-25,0
2018,South Carolina,2020-02-25,0
2019,South Dakota,2020-02-25,0
2020,Tennessee,2020-02-25,0
2021,Texas,2020-02-25,0
2022,Utah,2020-02-25,0
2023,Vermont,2020-02-25,0
2024,Virgin Islands,2020-02-25,0
2025,Virginia,2020-02-25,0
2026,Washington,2020-02-25,1
2027,West Virginia,2020-02-25,0
2028,Wisconsin,2020-02-25,0
2029,Wyoming,2020-02-25,0
2030,Alabama,2020-02-26,0
2031,Alaska,2020-02-26,0
2032,American Samoa,2020-02-26,0
2033,Arizona,2020-02-26,1
2034,Arkansas,2020-02-26,0
2035,California,2020-02-26,10
2036,Colorado,2020-02-26,0
2037,Connecticut,2020-02-26,0
2038,Delaware,2020-02-26,0
2039,Diamond Princess,2020-02-26,0
2040,District of Columbia,2020-02-26,0
2041,Florida,2020-02-26,0
2042,Georgia,2020-02-26,0
2043,Grand Princess,2020-02-26,0
2044,Guam,2020-02-26,0
2045,Hawaii,2020-02-26,0
2046,Idaho,2020-02-26,0
2047,Illinois,2020-02-26,2
2048,Indiana,2020-02-26,0
2049,Iowa,2020-02-26,0
2050,Kansas,2020-02-26,0
2051,Kentucky,2020-02-26,0
2052,Louisiana,2020-02-26,0
2053,Maine,2020-02-26,0
2054,Maryland,2020-02-26,0
2055,Massachusetts,2020-02-26,1
2056,Michigan,2020-02-26,0
2057,Minnesota,2020-02-26,0
2058,Mississippi,2020-02-26,0
2059,Missouri,2020-02-26,0
2060,Montana,2020-02-26,0
2061,Nebraska,2020-02-26,0
2062,Nevada,2020-02-26,0
2063,New Hampshire,2020-02-26,0
2064,New Jersey,2020-02-26,0
2065,New Mexico,2020-02-26,0
2066,New York,2020-02-26,0
2067,North Carolina,2020-02-26,0
2068,North Dakota,2020-02-26,0
2069,Northern Mariana Islands,2020-02-26,0
2070,Ohio,2020-02-26,0
2071,Oklahoma,2020-02-26,0
2072,Oregon,2020-02-26,0
2073,Pennsylvania,2020-02-26,0
2074,Puerto Rico,2020-02-26,0
2075,Rhode Island,2020-02-26,0
2076,South Carolina,2020-02-26,0
2077,South Dakota,2020-02-26,0
2078,Tennessee,2020-02-26,0
2079,Texas,2020-02-26,0
2080,Utah,2020-02-26,0
2081,Vermont,2020-02-26,0
2082,Virgin Islands,2020-02-26,0
2083,Virginia,2020-02-26,0
2084,Washington,2020-02-26,1
2085,West Virginia,2020-02-26,0
2086,Wisconsin,2020-02-26,0
2087,Wyoming,2020-02-26,0
2088,Alabama,2020-02-27,0
2089,Alaska,2020-02-27,0
2090,American Samoa,2020-02-27,0
2091,Arizona,2020-02-27,1
2092,Arkansas,2020-02-27,0
2093,California,2020-02-27,11
2094,Colorado,2020-02-27,0
2095,Connecticut,2020-02-27,0
2096,Delaware,2020-02-27,0
2097,Diamond Princess,2020-02-27,0
2098,District of Columbia,2020-02-27,0
2099,Florida,2020-02-27,0
2100,Georgia,2020-02-27,0
2101,Grand Princess,2020-02-27,0
2102,Guam,2020-02-27,0
2103,Hawaii,2020-02-27,0
2104,Idaho,2020-02-27,0
2105,Illinois,2020-02-27,2
2106,Indiana,2020-02-27,0
2107,Iowa,2020-02-27,0
2108,Kansas,2020-02-27,0
2109,Kentucky,2020-02-27,0
2110,Louisiana,2020-02-27,0
2111,Maine,2020-02-27,0
2112,Maryland,2020-02-27,0
2113,Massachusetts,2020-02-27,1
2114,Michigan,2020-02-27,0
2115,Minnesota,2020-02-27,0
2116,Mississippi,2020-02-27,0
2117,Missouri,2020-02-27,0
2118,Montana,2020-02-27,0
2119,Nebraska,2020-02-27,0
2120,Nevada,2020-02-27,0
2121,New Hampshire,2020-02-27,0
2122,New Jersey,2020-02-27,0
2123,New Mexico,2020-02-27,0
2124,New York,2020-02-27,0
2125,North Carolina,2020-02-27,0
2126,North Dakota,2020-02-27,0
2127,Northern Mariana Islands,2020-02-27,0
2128,Ohio,2020-02-27,0
2129,Oklahoma,2020-02-27,0
2130,Oregon,2020-02-27,0
2131,Pennsylvania,2020-02-27,0
2132,Puerto Rico,2020-02-27,0
2133,Rhode Island,2020-02-27,0
2134,South Carolina,2020-02-27,0
2135,South Dakota,2020-02-27,0
2136,Tennessee,2020-02-27,0
2137,Texas,2020-02-27,0
2138,Utah,2020-02-27,0
2139,Vermont,2020-02-27,0
2140,Virgin Islands,2020-02-27,0
2141,Virginia,2020-02-27,0
2142,Washington,2020-02-27,1
2143,West Virginia,2020-02-27,0
2144,Wisconsin,2020-02-27,0
2145,Wyoming,2020-02-27,0
2146,Alabama,2020-02-28,0
2147,Alaska,2020-02-28,0
2148,American Samoa,2020-02-28,0
2149,Arizona,2020-02-28,1
2150,Arkansas,2020-02-28,0
2151,California,2020-02-28,11
2152,Colorado,2020-02-28,0
2153,Connecticut,2020-02-28,0
2154,Delaware,2020-02-28,0
2155,Diamond Princess,2020-02-28,0
2156,District of Columbia,2020-02-28,0
2157,Florida,2020-02-28,0
2158,Georgia,2020-02-28,0
2159,Grand Princess,2020-02-28,0
2160,Guam,2020-02-28,0
2161,Hawaii,2020-02-28,0
2162,Idaho,2020-02-28,0
2163,Illinois,2020-02-28,2
2164,Indiana,2020-02-28,0
2165,Iowa,2020-02-28,0
2166,Kansas,2020-02-28,0
2167,Kentucky,2020-02-28,0
2168,Louisiana,2020-02-28,0
2169,Maine,2020-02-28,0
2170,Maryland,2020-02-28,0
2171,Massachusetts,2020-02-28,1
2172,Michigan,2020-02-28,0
2173,Minnesota,2020-02-28,0
2174,Mississippi,2020-02-28,0
2175,Missouri,2020-02-28,0
2176,Montana,2020-02-28,0
2177,Nebraska,2020-02-28,0
2178,Nevada,2020-02-28,0
2179,New Hampshire,2020-02-28,0
2180,New Jersey,2020-02-28,0
2181,New Mexico,2020-02-28,0
2182,New York,2020-02-28,0
2183,North Carolina,2020-02-28,0
2184,North Dakota,2020-02-28,0
2185,Northern Mariana Islands,2020-02-28,0
2186,Ohio,2020-02-28,0
2187,Oklahoma,2020-02-28,0
2188,Oregon,2020-02-28,0
2189,Pennsylvania,2020-02-28,0
2190,Puerto Rico,2020-02-28,0
2191,Rhode Island,2020-02-28,0
2192,South Carolina,2020-02-28,0
2193,South Dakota,2020-02-28,0
2194,Tennessee,2020-02-28,0
2195,Texas,2020-02-28,0
2196,Utah,2020-02-28,0
2197,Vermont,2020-02-28,0
2198,Virgin Islands,2020-02-28,0
2199,Virginia,2020-02-28,0
2200,Washington,2020-02-28,1
2201,West Virginia,2020-02-28,0
2202,Wisconsin,2020-02-28,0
2203,Wyoming,2020-02-28,0
2204,Alabama,2020-02-29,0
2205,Alaska,2020-02-29,0
2206,American Samoa,2020-02-29,0
2207,Arizona,2020-02-29,1
2208,Arkansas,2020-02-29,0
2209,California,2020-02-29,12
2210,Colorado,2020-02-29,0
2211,Connecticut,2020-02-29,0
2212,Delaware,2020-02-29,0
2213,Diamond Princess,2020-02-29,0
2214,District of Columbia,2020-02-29,0
2215,Florida,2020-02-29,0
2216,Georgia,2020-02-29,0
2217,Grand Princess,2020-02-29,0
2218,Guam,2020-02-29,0
2219,Hawaii,2020-02-29,0
2220,Idaho,2020-02-29,0
2221,Illinois,2020-02-29,2
2222,Indiana,2020-02-29,0
2223,Iowa,2020-02-29,0
2224,Kansas,2020-02-29,0
2225,Kentucky,2020-02-29,0
2226,Louisiana,2020-02-29,0
2227,Maine,2020-02-29,0
2228,Maryland,2020-02-29,0
2229,Massachusetts,2020-02-29,1
2230,Michigan,2020-02-29,0
2231,Minnesota,2020-02-29,0
2232,Mississippi,2020-02-29,0
2233,Missouri,2020-02-29,0
2234,Montana,2020-02-29,0
2235,Nebraska,2020-02-29,0
2236,Nevada,2020-02-29,0
2237,New Hampshire,2020-02-29,0
2238,New Jersey,2020-02-29,0
2239,New Mexico,2020-02-29,0
2240,New York,2020-02-29,0
2241,North Carolina,2020-02-29,0
2242,North Dakota,2020-02-29,0
2243,Northern Mariana Islands,2020-02-29,0
2244,Ohio,2020-02-29,0
2245,Oklahoma,2020-02-29,0
2246,Oregon,2020-02-29,1
2247,Pennsylvania,2020-02-29,0
2248,Puerto Rico,2020-02-29,0
2249,Rhode Island,2020-02-29,0
2250,South Carolina,2020-02-29,0
2251,South Dakota,2020-02-29,0
2252,Tennessee,2020-02-29,0
2253,Texas,2020-02-29,0
2254,Utah,2020-02-29,0
2255,Vermont,2020-02-29,0
2256,Virgin Islands,2020-02-29,0
2257,Virginia,2020-02-29,0
2258,Washington,2020-02-29,7
2259,West Virginia,2020-02-29,0
2260,Wisconsin,2020-02-29,0
2261,Wyoming,2020-02-29,0
2262,Alabama,2020-03-01,0
2263,Alaska,2020-03-01,0
2264,American Samoa,2020-03-01,0
2265,Arizona,2020-03-01,1
2266,Arkansas,2020-03-01,0
2267,California,2020-03-01,12
2268,Colorado,2020-03-01,0
2269,Connecticut,2020-03-01,0
2270,Delaware,2020-03-01,0
2271,Diamond Princess,2020-03-01,0
2272,District of Columbia,2020-03-01,0
2273,Florida,2020-03-01,0
2274,Georgia,2020-03-01,0
2275,Grand Princess,2020-03-01,0
2276,Guam,2020-03-01,0
2277,Hawaii,2020-03-01,0
2278,Idaho,2020-03-01,0
2279,Illinois,2020-03-01,3
2280,Indiana,2020-03-01,0
2281,Iowa,2020-03-01,0
2282,Kansas,2020-03-01,0
2283,Kentucky,2020-03-01,0
2284,Louisiana,2020-03-01,0
2285,Maine,2020-03-01,0
2286,Maryland,2020-03-01,0
2287,Massachusetts,2020-03-01,1
2288,Michigan,2020-03-01,0
2289,Minnesota,2020-03-01,0
2290,Mississippi,2020-03-01,0
2291,Missouri,2020-03-01,0
2292,Montana,2020-03-01,0
2293,Nebraska,2020-03-01,0
2294,Nevada,2020-03-01,0
2295,New Hampshire,2020-03-01,0
2296,New Jersey,2020-03-01,0
2297,New Mexico,2020-03-01,0
2298,New York,2020-03-01,0
2299,North Carolina,2020-03-01,0
2300,North Dakota,2020-03-01,0
2301,Northern Mariana Islands,2020-03-01,0
2302,Ohio,2020-03-01,0
2303,Oklahoma,2020-03-01,0
2304,Oregon,2020-03-01,1
2305,Pennsylvania,2020-03-01,0
2306,Puerto Rico,2020-03-01,0
2307,Rhode Island,2020-03-01,1
2308,South Carolina,2020-03-01,0
2309,South Dakota,2020-03-01,0
2310,Tennessee,2020-03-01,0
2311,Texas,2020-03-01,0
2312,Utah,2020-03-01,0
2313,Vermont,2020-03-01,0
2314,Virgin Islands,2020-03-01,0
2315,Virginia,2020-03-01,0
2316,Washington,2020-03-01,11
2317,West Virginia,2020-03-01,0
2318,Wisconsin,2020-03-01,0
2319,Wyoming,2020-03-01,0
2320,Alabama,2020-03-02,0
2321,Alaska,2020-03-02,0
2322,American Samoa,2020-03-02,0
2323,Arizona,2020-03-02,1
2324,Arkansas,2020-03-02,0
2325,California,2020-03-02,21
2326,Colorado,2020-03-02,0
2327,Connecticut,2020-03-02,0
2328,Delaware,2020-03-02,0
2329,Diamond Princess,2020-03-02,0
2330,District of Columbia,2020-03-02,0
2331,Florida,2020-03-02,1
2332,Georgia,2020-03-02,0
2333,Grand Princess,2020-03-02,0
2334,Guam,2020-03-02,0
2335,Hawaii,2020-03-02,0
2336,Idaho,2020-03-02,0
2337,Illinois,2020-03-02,4
2338,Indiana,2020-03-02,0
2339,Iowa,2020-03-02,0
2340,Kansas,2020-03-02,0
2341,Kentucky,2020-03-02,0
2342,Louisiana,2020-03-02,0
2343,Maine,2020-03-02,0
2344,Maryland,2020-03-02,0
2345,Massachusetts,2020-03-02,1
2346,Michigan,2020-03-02,0
2347,Minnesota,2020-03-02,0
2348,Mississippi,2020-03-02,0
2349,Missouri,2020-03-02,0
2350,Montana,2020-03-02,0
2351,Nebraska,2020-03-02,0
2352,Nevada,2020-03-02,0
2353,New Hampshire,2020-03-02,1
2354,New Jersey,2020-03-02,0
2355,New Mexico,2020-03-02,0
2356,New York,2020-03-02,1
2357,North Carolina,2020-03-02,0
2358,North Dakota,2020-03-02,0
2359,Northern Mariana Islands,2020-03-02,0
2360,Ohio,2020-03-02,0
2361,Oklahoma,2020-03-02,0
2362,Oregon,2020-03-02,3
2363,Pennsylvania,2020-03-02,0
2364,Puerto Rico,2020-03-02,0
2365,Rhode Island,2020-03-02,2
2366,South Carolina,2020-03-02,0
2367,South Dakota,2020-03-02,0
2368,Tennessee,2020-03-02,0
2369,Texas,2020-03-02,0
2370,Utah,2020-03-02,0
2371,Vermont,2020-03-02,0
2372,Virgin Islands,2020-03-02,0
2373,Virginia,2020-03-02,0
2374,Washington,2020-03-02,18
2375,West Virginia,2020-03-02,0
2376,Wisconsin,2020-03-02,0
2377,Wyoming,2020-03-02,0
2378,Alabama,2020-03-03,0
2379,Alaska,2020-03-03,0
2380,American Samoa,2020-03-03,0
2381,Arizona,2020-03-03,1
2382,Arkansas,2020-03-03,0
2383,California,2020-03-03,25
2384,Colorado,2020-03-03,0
2385,Connecticut,2020-03-03,0
2386,Delaware,2020-03-03,0
2387,Diamond Princess,2020-03-03,0
2388,District of Columbia,2020-03-03,0
2389,Florida,2020-03-03,2
2390,Georgia,2020-03-03,2
2391,Grand Princess,2020-03-03,0
2392,Guam,2020-03-03,0
2393,Hawaii,2020-03-03,0
2394,Idaho,2020-03-03,0
2395,Illinois,2020-03-03,4
2396,Indiana,2020-03-03,0
2397,Iowa,2020-03-03,0
2398,Kansas,2020-03-03,0
2399,Kentucky,2020-03-03,0
2400,Louisiana,2020-03-03,0
2401,Maine,2020-03-03,0
2402,Maryland,2020-03-03,0
2403,Massachusetts,2020-03-03,2
2404,Michigan,2020-03-03,0
2405,Minnesota,2020-03-03,0
2406,Mississippi,2020-03-03,0
2407,Missouri,2020-03-03,0
2408,Montana,2020-03-03,0
2409,Nebraska,2020-03-03,0
2410,Nevada,2020-03-03,0
2411,New Hampshire,2020-03-03,2
2412,New Jersey,2020-03-03,0
2413,New Mexico,2020-03-03,0
2414,New York,2020-03-03,2
2415,North Carolina,2020-03-03,1
2416,North Dakota,2020-03-03,0
2417,Northern Mariana Islands,2020-03-03,0
2418,Ohio,2020-03-03,0
2419,Oklahoma,2020-03-03,0
2420,Oregon,2020-03-03,3
2421,Pennsylvania,2020-03-03,0
2422,Puerto Rico,2020-03-03,0
2423,Rhode Island,2020-03-03,2
2424,South Carolina,2020-03-03,0
2425,South Dakota,2020-03-03,0
2426,Tennessee,2020-03-03,0
