,Province_State,Date,Confirmed_Cases
835,Maine,2020-02-05,0
836,Maryland,2020-02-05,0
837,Massachusetts,2020-02-05,1
838,Michigan,2020-02-05,0
839,Minnesota,2020-02-05,0
840,Mississippi,2020-02-05,0
841,Missouri,2020-02-05,0
842,Montana,2020-02-05,0
843,Nebraska,2020-02-05,0
844,Nevada,2020-02-05,0
845,New Hampshire,2020-02-05,0
846,New Jersey,2020-02-05,0
847,New Mexico,2020-02-05,0
848,New York,2020-02-05,0
849,North Carolina,2020-02-05,0
850,North Dakota,2020-02-05,0
851,Northern Mariana Islands,2020-02-05,0
852,Ohio,2020-02-05,0
853,Oklahoma,2020-02-05,0
854,Oregon,2020-02-05,0
855,Pennsylvania,2020-02-05,0
856,Puerto Rico,2020-02-05,0
857,Rhode Island,2020-02-05,0
858,South Carolina,2020-02-05,0
859,South Dakota,2020-02-05,0
860,Tennessee,2020-02-05,0
861,Texas,2020-02-05,0
862,Utah,2020-02-05,0
863,Vermont,2020-02-05,0
864,Virgin Islands,2020-02-05,0
865,Virginia,2020-02-05,0
866,Washington,2020-02-05,1
867,West Virginia,2020-02-05,0
868,Wisconsin,2020-02-05,0
869,Wyoming,2020-02-05,0
870,Alabama,2020-02-06,0
871,Alaska,2020-02-06,0
872,American Samoa,2020-02-06,0
873,Arizona,2020-02-06,1
874,Arkansas,2020-02-06,0
875,California,2020-02-06,6
876,Colorado,2020-02-06,0
877,Connecticut,2020-02-06,0
878,Delaware,2020-02-06,0
879,Diamond Princess,2020-02-06,0
880,District of Columbia,2020-02-06,0
881,Florida,2020-02-06,0
882,Georgia,2020-02-06,0
883,Grand Princess,2020-02-06,0
884,Guam,2020-02-06,0
885,Hawaii,2020-02-06,0
886,Idaho,2020-02-06,0
887,Illinois,2020-02-06,2
888,Indiana,2020-02-06,0
889,Iowa,2020-02-06,0
890,Kansas,2020-02-06,0
891,Kentucky,2020-02-06,0
892,Louisiana,2020-02-06,0
893,Maine,2020-02-06,0
894,Maryland,2020-02-06,0
895,Massachusetts,2020-02-06,1
896,Michigan,2020-02-06,0
897,Minnesota,2020-02-06,0
898,Mississippi,2020-02-06,0
899,Missouri,2020-02-06,0
900,Montana,2020-02-06,0
901,Nebraska,2020-02-06,0
902,Nevada,2020-02-06,0
903,New Hampshire,2020-02-06,0
904,New Jersey,2020-02-06,0
905,New Mexico,2020-02-06,0
906,New York,2020-02-06,0
907,North Carolina,2020-02-06,0
908,North Dakota,2020-02-06,0
909,Northern Mariana Islands,2020-02-06,0
910,Ohio,2020-02-06,0
911,Oklahoma,2020-02-06,0
912,Oregon,2020-02-06,0
913,Pennsylvania,2020-02-06,0
914,Puerto Rico,2020-02-06,0
915,Rhode Island,2020-02-06,0
916,South Carolina,2020-02-06,0
917,South Dakota,2020-02-06,0
918,Tennessee,2020-02-06,0
919,Texas,2020-02-06,0
920,Utah,2020-02-06,0
921,Vermont,2020-02-06,0
922,Virgin Islands,2020-02-06,0
923,Virginia,2020-02-06,0
924,Washington,2020-02-06,1
925,West Virginia,2020-02-06,0
926,Wisconsin,2020-02-06,0
927,Wyoming,2020-02-06,0
928,Alabama,2020-02-07,0
929,Alaska,2020-02-07,0
930,American Samoa,2020-02-07,0
931,Arizona,2020-02-07,1
932,Arkansas,2020-02-07,0
933,California,2020-02-07,6
934,Colorado,2020-02-07,0
935,Connecticut,2020-02-07,0
936,Delaware,2020-02-07,0
937,Diamond Princess,2020-02-07,0
938,District of Columbia,2020-02-07,0
939,Florida,2020-02-07,0
940,Georgia,2020-02-07,0
941,Grand Princess,2020-02-07,0
942,Guam,2020-02-07,0
943,Hawaii,2020-02-07,0
944,Idaho,2020-02-07,0
945,Illinois,2020-02-07,2
946,Indiana,2020-02-07,0
947,Iowa,2020-02-07,0
948,Kansas,2020-02-07,0
949,Kentucky,2020-02-07,0
950,Louisiana,2020-02-07,0
951,Maine,2020-02-07,0
952,Maryland,2020-02-07,0
953,Massachusetts,2020-02-07,1
954,Michigan,2020-02-07,0
955,Minnesota,2020-02-07,0
956,Mississippi,2020-02-07,0
957,Missouri,2020-02-07,0
958,Montana,2020-02-07,0
959,Nebraska,2020-02-07,0
960,Nevada,2020-02-07,0
961,New Hampshire,2020-02-07,0
962,New Jersey,2020-02-07,0
963,New Mexico,2020-02-07,0
964,New York,2020-02-07,0
965,North Carolina,2020-02-07,0
966,North Dakota,2020-02-07,0
967,Northern Mariana Islands,2020-02-07,0
968,Ohio,2020-02-07,0
969,Oklahoma,2020-02-07,0
970,Oregon,2020-02-07,0
971,Pennsylvania,2020-02-07,0
972,Puerto Rico,2020-02-07,0
973,Rhode Island,2020-02-07,0
974,South Carolina,2020-02-07,0
975,South Dakota,2020-02-07,0
976,Tennessee,2020-02-07,0
977,Texas,2020-02-07,0
978,Utah,2020-02-07,0
979,Vermont,2020-02-07,0
980,Virgin Islands,2020-02-07,0
981,Virginia,2020-02-07,0
982,Washington,2020-02-07,1
983,West Virginia,2020-02-07,0
984,Wisconsin,2020-02-07,0
985,Wyoming,2020-02-07,0
986,Alabama,2020-02-08,0
987,Alaska,2020-02-08,0
988,American Samoa,2020-02-08,0
989,Arizona,2020-02-08,1
990,Arkansas,2020-02-08,0
991,California,2020-02-08,6
992,Colorado,2020-02-08,0
993,Connecticut,2020-02-08,0
994,Delaware,2020-02-08,0
995,Diamond Princess,2020-02-08,0
996,District of Columbia,2020-02-08,0
997,Florida,2020-02-08,0
998,Georgia,2020-02-08,0
999,Grand Princess,2020-02-08,0
1000,Guam,2020-02-08,0
1001,Hawaii,2020-02-08,0
1002,Idaho,2020-02-08,0
1003,Illinois,2020-02-08,2
1004,Indiana,2020-02-08,0
1005,Iowa,2020-02-08,0
1006,Kansas,2020-02-08,0
1007,Kentucky,2020-02-08,0
1008,Louisiana,2020-02-08,0
1009,Maine,2020-02-08,0
1010,Maryland,2020-02-08,0
1011,Massachusetts,2020-02-08,1
1012,Michigan,2020-02-08,0
1013,Minnesota,2020-02-08,0
1014,Mississippi,2020-02-08,0
1015,Missouri,2020-02-08,0
1016,Montana,2020-02-08,0
1017,Nebraska,2020-02-08,0
1018,Nevada,2020-02-08,0
1019,New Hampshire,2020-02-08,0
1020,New Jersey,2020-02-08,0
1021,New Mexico,2020-02-08,0
1022,New York,2020-02-08,0
1023,North Carolina,2020-02-08,0
1024,North Dakota,2020-02-08,0
1025,Northern Mariana Islands,2020-02-08,0
1026,Ohio,2020-02-08,0
1027,Oklahoma,2020-02-08,0
1028,Oregon,2020-02-08,0
1029,Pennsylvania,2020-02-08,0
1030,Puerto Rico,2020-02-08,0
1031,Rhode Island,2020-02-08,0
1032,South Carolina,2020-02-08,0
1033,South Dakota,2020-02-08,0
1034,Tennessee,2020-02-08,0
1035,Texas,2020-02-08,0
1036,Utah,2020-02-08,0
1037,Vermont,2020-02-08,0
1038,Virgin Islands,2020-02-08,0
1039,Virginia,2020-02-08,0
1040,Washington,2020-02-08,1
1041,West Virginia,2020-02-08,0
1042,Wisconsin,2020-02-08,0
1043,Wyoming,2020-02-08,0
1044,Alabama,2020-02-09,0
1045,Alaska,2020-02-09,0
1046,American Samoa,2020-02-09,0
1047,Arizona,2020-02-09,1
1048,Arkansas,2020-02-09,0
1049,California,2020-02-09,6
1050,Colorado,2020-02-09,0
1051,Connecticut,2020-02-09,0
1052,Delaware,2020-02-09,0
1053,Diamond Princess,2020-02-09,0
1054,District of Columbia,2020-02-09,0
1055,Florida,2020-02-09,0
1056,Georgia,2020-02-09,0
1057,Grand Princess,2020-02-09,0
1058,Guam,2020-02-09,0
1059,Hawaii,2020-02-09,0
1060,Idaho,2020-02-09,0
1061,Illinois,2020-02-09,2
1062,Indiana,2020-02-09,0
1063,Iowa,2020-02-09,0
1064,Kansas,2020-02-09,0
1065,Kentucky,2020-02-09,0
1066,Louisiana,2020-02-09,0
1067,Maine,2020-02-09,0
1068,Maryland,2020-02-09,0
1069,Massachusetts,2020-02-09,1
1070,Michigan,2020-02-09,0
1071,Minnesota,2020-02-09,0
1072,Mississippi,2020-02-09,0
1073,Missouri,2020-02-09,0
1074,Montana,2020-02-09,0
1075,Nebraska,2020-02-09,0
1076,Nevada,2020-02-09,0
1077,New Hampshire,2020-02-09,0
1078,New Jersey,2020-02-09,0
1079,New Mexico,2020-02-09,0
1080,New York,2020-02-09,0
1081,North Carolina,2020-02-09,0
1082,North Dakota,2020-02-09,0
1083,Northern Mariana Islands,2020-02-09,0
1084,Ohio,2020-02-09,0
1085,Oklahoma,2020-02-09,0
1086,Oregon,2020-02-09,0
1087,Pennsylvania,2020-02-09,0
1088,Puerto Rico,2020-02-09,0
1089,Rhode Island,2020-02-09,0
1090,South Carolina,2020-02-09,0
1091,South Dakota,2020-02-09,0
1092,Tennessee,2020-02-09,0
1093,Texas,2020-02-09,0
1094,Utah,2020-02-09,0
1095,Vermont,2020-02-09,0
1096,Virgin Islands,2020-02-09,0
1097,Virginia,2020-02-09,0
1098,Washington,2020-02-09,1
1099,West Virginia,2020-02-09,0
1100,Wisconsin,2020-02-09,0
1101,Wyoming,2020-02-09,0
1102,Alabama,2020-02-10,0
1103,Alaska,2020-02-10,0
1104,American Samoa,2020-02-10,0
1105,Arizona,2020-02-10,1
1106,Arkansas,2020-02-10,0
1107,California,2020-02-10,6
1108,Colorado,2020-02-10,0
1109,Connecticut,2020-02-10,0
1110,Delaware,2020-02-10,0
1111,Diamond Princess,2020-02-10,0
1112,District of Columbia,2020-02-10,0
1113,Florida,2020-02-10,0
1114,Georgia,2020-02-10,0
1115,Grand Princess,2020-02-10,0
1116,Guam,2020-02-10,0
1117,Hawaii,2020-02-10,0
1118,Idaho,2020-02-10,0
1119,Illinois,2020-02-10,2
1120,Indiana,2020-02-10,0
1121,Iowa,2020-02-10,0
1122,Kansas,2020-02-10,0
1123,Kentucky,2020-02-10,0
1124,Louisiana,2020-02-10,0
1125,Maine,2020-02-10,0
1126,Maryland,2020-02-10,0
1127,Massachusetts,2020-02-10,1
1128,Michigan,2020-02-10,0
1129,Minnesota,2020-02-10,0
1130,Mississippi,2020-02-10,0
1131,Missouri,2020-02-10,0
1132,Montana,2020-02-10,0
1133,Nebraska,2020-02-10,0
1134,Nevada,2020-02-10,0
1135,New Hampshire,2020-02-10,0
1136,New Jersey,2020-02-10,0
1137,New Mexico,2020-02-10,0
1138,New York,2020-02-10,0
1139,North Carolina,2020-02-10,0
1140,North Dakota,2020-02-10,0
1141,Northern Mariana Islands,2020-02-10,0
1142,Ohio,2020-02-10,0
1143,Oklahoma,2020-02-10,0
1144,Oregon,2020-02-10,0
1145,Pennsylvania,2020-02-10,0
1146,Puerto Rico,2020-02-10,0
1147,Rhode Island,2020-02-10,0
1148,South Carolina,2020-02-10,0
1149,South Dakota,2020-02-10,0
1150,Tennessee,2020-02-10,0
1151,Texas,2020-02-10,0
1152,Utah,2020-02-10,0
1153,Vermont,2020-02-10,0
1154,Virgin Islands,2020-02-10,0
1155,Virginia,2020-02-10,0
1156,Washington,2020-02-10,1
1157,West Virginia,2020-02-10,0
1158,Wisconsin,2020-02-10,0
1159,Wyoming,2020-02-10,0
1160,Alabama,2020-02-11,0
1161,Alaska,2020-02-11,0
1162,American Samoa,2020-02-11,0
1163,Arizona,2020-02-11,1
1164,Arkansas,2020-02-11,0
1165,California,2020-02-11,7
1166,Colorado,2020-02-11,0
1167,Connecticut,2020-02-11,0
1168,Delaware,2020-02-11,0
1169,Diamond Princess,2020-02-11,0
1170,District of Columbia,2020-02-11,0
1171,Florida,2020-02-11,0
1172,Georgia,2020-02-11,0
1173,Grand Princess,2020-02-11,0
1174,Guam,2020-02-11,0
1175,Hawaii,2020-02-11,0
1176,Idaho,2020-02-11,0
1177,Illinois,2020-02-11,2
1178,Indiana,2020-02-11,0
1179,Iowa,2020-02-11,0
1180,Kansas,2020-02-11,0
1181,Kentucky,2020-02-11,0
1182,Louisiana,2020-02-11,0
1183,Maine,2020-02-11,0
1184,Maryland,2020-02-11,0
1185,Massachusetts,2020-02-11,1
1186,Michigan,2020-02-11,0
1187,Minnesota,2020-02-11,0
1188,Mississippi,2020-02-11,0
1189,Missouri,2020-02-11,0
1190,Montana,2020-02-11,0
1191,Nebraska,2020-02-11,0
1192,Nevada,2020-02-11,0
1193,New Hampshire,2020-02-11,0
1194,New Jersey,2020-02-11,0
1195,New Mexico,2020-02-11,0
1196,New York,2020-02-11,0
1197,North Carolina,2020-02-11,0
1198,North Dakota,2020-02-11,0
1199,Northern Mariana Islands,2020-02-11,0
1200,Ohio,2020-02-11,0
1201,Oklahoma,2020-02-11,0
1202,Oregon,2020-02-11,0
1203,Pennsylvania,2020-02-11,0
1204,Puerto Rico,2020-02-11,0
1205,Rhode Island,2020-02-11,0
1206,South Carolina,2020-02-11,0
1207,South Dakota,2020-02-11,0
1208,Tennessee,2020-02-11,0
1209,Texas,2020-02-11,0
1210,Utah,2020-02-11,0
1211,Vermont,2020-02-11,0
1212,Virgin Islands,2020-02-11,0
1213,Virginia,2020-02-11,0
1214,Washington,2020-02-11,1
1215,West Virginia,2020-02-11,0
1216,Wisconsin,2020-02-11,0
1217,Wyoming,2020-02-11,0
1218,Alabama,2020-02-12,0
1219,Alaska,2020-02-12,0
1220,American Samoa,2020-02-12,0
1221,Arizona,2020-02-12,1
1222,Arkansas,2020-02-12,0
1223,California,2020-02-12,7
1224,Colorado,2020-02-12,0
1225,Connecticut,2020-02-12,0
1226,Delaware,2020-02-12,0
1227,Diamond Princess,2020-02-12,0
1228,District of Columbia,2020-02-12,0
1229,Florida,2020-02-12,0
1230,Georgia,2020-02-12,0
1231,Grand Princess,2020-02-12,0
1232,Guam,2020-02-12,0
1233,Hawaii,2020-02-12,0
1234,Idaho,2020-02-12,0
1235,Illinois,2020-02-12,2
1236,Indiana,2020-02-12,0
1237,Iowa,2020-02-12,0
1238,Kansas,2020-02-12,0
1239,Kentucky,2020-02-12,0
1240,Louisiana,2020-02-12,0
1241,Maine,2020-02-12,0
1242,Maryland,2020-02-12,0
1243,Massachusetts,2020-02-12,1
1244,Michigan,2020-02-12,0
1245,Minnesota,2020-02-12,0
1246,Mississippi,2020-02-12,0
1247,Missouri,2020-02-12,0
1248,Montana,2020-02-12,0
1249,Nebraska,2020-02-12,0
1250,Nevada,2020-02-12,0
1251,New Hampshire,2020-02-12,0
1252,New Jersey,2020-02-12,0
1253,New Mexico,2020-02-12,0
1254,New York,2020-02-12,0
1255,North Carolina,2020-02-12,0
1256,North Dakota,2020-02-12,0
1257,Northern Mariana Islands,2020-02-12,0
1258,Ohio,2020-02-12,0
1259,Oklahoma,2020-02-12,0
1260,Oregon,2020-02-12,0
1261,Pennsylvania,2020-02-12,0
1262,Puerto Rico,2020-02-12,0
1263,Rhode Island,2020-02-12,0
1264,South Carolina,2020-02-12,0
1265,South Dakota,2020-02-12,0
1266,Tennessee,2020-02-12,0
1267,Texas,2020-02-12,0
1268,Utah,2020-02-12,0
1269,Vermont,2020-02-12,0
1270,Virgin Islands,2020-02-12,0
1271,Virginia,2020-02-12,0
1272,Washington,2020-02-12,1
1273,West Virginia,2020-02-12,0
1274,Wisconsin,2020-02-12,0
1275,Wyoming,2020-02-12,0
1276,Alabama,2020-02-13,0
1277,Alaska,2020-02-13,0
1278,American Samoa,2020-02-13,0
1279,Arizona,2020-02-13,1
1280,Arkansas,2020-02-13,0
1281,California,2020-02-13,8
1282,Colorado,2020-02-13,0
1283,Connecticut,2020-02-13,0
1284,Delaware,2020-02-13,0
1285,Diamond Princess,2020-02-13,0
1286,District of Columbia,2020-02-13,0
1287,Florida,2020-02-13,0
1288,Georgia,2020-02-13,0
1289,Grand Princess,2020-02-13,0
1290,Guam,2020-02-13,0
1291,Hawaii,2020-02-13,0
1292,Idaho,2020-02-13,0
1293,Illinois,2020-02-13,2
1294,Indiana,2020-02-13,0
1295,Iowa,2020-02-13,0
1296,Kansas,2020-02-13,0
1297,Kentucky,2020-02-13,0
1298,Louisiana,2020-02-13,0
1299,Maine,2020-02-13,0
1300,Maryland,2020-02-13,0
1301,Massachusetts,2020-02-13,1
1302,Michigan,2020-02-13,0
1303,Minnesota,2020-02-13,0
1304,Mississippi,2020-02-13,0
1305,Missouri,2020-02-13,0
1306,Montana,2020-02-13,0
1307,Nebraska,2020-02-13,0
1308,Nevada,2020-02-13,0
1309,New Hampshire,2020-02-13,0
1310,New Jersey,2020-02-13,0
1311,New Mexico,2020-02-13,0
1312,New York,2020-02-13,0
1313,North Carolina,2020-02-13,0
1314,North Dakota,2020-02-13,0
1315,Northern Mariana Islands,2020-02-13,0
1316,Ohio,2020-02-13,0
1317,Oklahoma,2020-02-13,0
1318,Oregon,2020-02-13,0
1319,Pennsylvania,2020-02-13,0
1320,Puerto Rico,2020-02-13,0
1321,Rhode Island,2020-02-13,0
1322,South Carolina,2020-02-13,0
1323,South Dakota,2020-02-13,0
1324,Tennessee,2020-02-13,0
1325,Texas,2020-02-13,0
1326,Utah,2020-02-13,0
1327,Vermont,2020-02-13,0
1328,Virgin Islands,2020-02-13,0
1329,Virginia,2020-02-13,0
1330,Washington,2020-02-13,1
1331,West Virginia,2020-02-13,0
1332,Wisconsin,2020-02-13,0
1333,Wyoming,2020-02-13,0
1334,Alabama,2020-02-14,0
1335,Alaska,2020-02-14,0
1336,American Samoa,2020-02-14,0
1337,Arizona,2020-02-14,1
1338,Arkansas,2020-02-14,0
1339,California,2020-02-14,8
1340,Colorado,2020-02-14,0
1341,Connecticut,2020-02-14,0
1342,Delaware,2020-02-14,0
1343,Diamond Princess,2020-02-14,0
1344,District of Columbia,2020-02-14,0
1345,Florida,2020-02-14,0
1346,Georgia,2020-02-14,0
1347,Grand Princess,2020-02-14,0
1348,Guam,2020-02-14,0
1349,Hawaii,2020-02-14,0
1350,Idaho,2020-02-14,0
1351,Illinois,2020-02-14,2
1352,Indiana,2020-02-14,0
1353,Iowa,2020-02-14,0
1354,Kansas,2020-02-14,0
1355,Kentucky,2020-02-14,0
1356,Louisiana,2020-02-14,0
1357,Maine,2020-02-14,0
1358,Maryland,2020-02-14,0
1359,Massachusetts,2020-02-14,1
1360,Michigan,2020-02-14,0
1361,Minnesota,2020-02-14,0
1362,Mississippi,2020-02-14,0
1363,Missouri,2020-02-14,0
1364,Montana,2020-02-14,0
1365,Nebraska,2020-02-14,0
1366,Nevada,2020-02-14,0
1367,New Hampshire,2020-02-14,0
1368,New Jersey,2020-02-14,0
1369,New Mexico,2020-02-14,0
1370,New York,2020-02-14,0
1371,North Carolina,2020-02-14,0
1372,North Dakota,2020-02-14,0
1373,Northern Mariana Islands,2020-02-14,0
1374,Ohio,2020-02-14,0
1375,Oklahoma,2020-02-14,0
1376,Oregon,2020-02-14,0
1377,Pennsylvania,2020-02-14,0
1378,Puerto Rico,2020-02-14,0
1379,Rhode Island,2020-02-14,0
1380,South Carolina,2020-02-14,0
1381,South Dakota,2020-02-14,0
1382,Tennessee,2020-02-14,0
1383,Texas,2020-02-14,0
1384,Utah,2020-02-14,0
1385,Vermont,2020-02-14,0
1386,Virgin Islands,2020-02-14,0
1387,Virginia,2020-02-14,0
1388,Washington,2020-02-14,1
1389,West Virginia,2020-02-14,0
1390,Wisconsin,2020-02-14,0
1391,Wyoming,2020-02-14,0
1392,Alabama,2020-02-15,0
1393,Alaska,2020-02-15,0
1394,American Samoa,2020-02-15,0
1395,Arizona,2020-02-15,1
1396,Arkansas,2020-02-15,0
1397,California,2020-02-15,8
1398,Colorado,2020-02-15,0
1399,Connecticut,2020-02-15,0
1400,Delaware,2020-02-15,0
1401,Diamond Princess,2020-02-15,0
1402,District of Columbia,2020-02-15,0
1403,Florida,2020-02-15,0
1404,Georgia,2020-02-15,0
1405,Grand Princess,2020-02-15,0
1406,Guam,2020-02-15,0
1407,Hawaii,2020-02-15,0
1408,Idaho,2020-02-15,0
1409,Illinois,2020-02-15,2
1410,Indiana,2020-02-15,0
1411,Iowa,2020-02-15,0
1412,Kansas,2020-02-15,0
1413,Kentucky,2020-02-15,0
1414,Louisiana,2020-02-15,0
1415,Maine,2020-02-15,0
1416,Maryland,2020-02-15,0
1417,Massachusetts,2020-02-15,1
1418,Michigan,2020-02-15,0
1419,Minnesota,2020-02-15,0
1420,Mississippi,2020-02-15,0
1421,Missouri,2020-02-15,0
1422,Montana,2020-02-15,0
1423,Nebraska,2020-02-15,0
1424,Nevada,2020-02-15,0
1425,New Hampshire,2020-02-15,0
1426,New Jersey,2020-02-15,0
1427,New Mexico,2020-02-15,0
1428,New York,2020-02-15,0
1429,North Carolina,2020-02-15,0
1430,North Dakota,2020-02-15,0
1431,Northern Mariana Islands,2020-02-15,0
1432,Ohio,2020-02-15,0
1433,Oklahoma,2020-02-15,0
1434,Oregon,2020-02-15,0
1435,Pennsylvania,2020-02-15,0
1436,Puerto Rico,2020-02-15,0
1437,Rhode Island,2020-02-15,0
1438,South Carolina,2020-02-15,0
1439,South Dakota,2020-02-15,0
1440,Tennessee,2020-02-15,0
1441,Texas,2020-02-15,0
1442,Utah,2020-02-15,0
1443,Vermont,2020-02-15,0
1444,Virgin Islands,2020-02-15,0
1445,Virginia,2020-02-15,0
1446,Washington,2020-02-15,1
1447,West Virginia,2020-02-15,0
1448,Wisconsin,2020-02-15,0
1449,Wyoming,2020-02-15,0
1450,Alabama,2020-02-16,0
1451,Alaska,2020-02-16,0
1452,American Samoa,2020-02-16,0
1453,Arizona,2020-02-16,1
1454,Arkansas,2020-02-16,0
1455,California,2020-02-16,8
1456,Colorado,2020-02-16,0
1457,Connecticut,2020-02-16,0
1458,Delaware,2020-02-16,0
1459,Diamond Princess,2020-02-16,0
1460,District of Columbia,2020-02-16,0
1461,Florida,2020-02-16,0
1462,Georgia,2020-02-16,0
1463,Grand Princess,2020-02-16,0
1464,Guam,2020-02-16,0
1465,Hawaii,2020-02-16,0
1466,Idaho,2020-02-16,0
1467,Illinois,2020-02-16,2
1468,Indiana,2020-02-16,0
1469,Iowa,2020-02-16,0
1470,Kansas,2020-02-16,0
1471,Kentucky,2020-02-16,0
1472,Louisiana,2020-02-16,0
1473,Maine,2020-02-16,0
1474,Maryland,2020-02-16,0
1475,Massachusetts,2020-02-16,1
1476,Michigan,2020-02-16,0
1477,Minnesota,2020-02-16,0
1478,Mississippi,2020-02-16,0
1479,Missouri,2020-02-16,0
1480,Montana,2020-02-16,0
1481,Nebraska,2020-02-16,0
1482,Nevada,2020-02-16,0
1483,New Hampshire,2020-02-16,0
1484,New Jersey,2020-02-16,0
1485,New Mexico,2020-02-16,0
1486,New York,2020-02-16,0
1487,North Carolina,2020-02-16,0
1488,North Dakota,2020-02-16,0
1489,Northern Mariana Islands,2020-02-16,0
1490,Ohio,2020-02-16,0
1491,Oklahoma,2020-02-16,0
1492,Oregon,2020-02-16,0
1493,Pennsylvania,2020-02-16,0
1494,Puerto Rico,2020-02-16,0
1495,Rhode Island,2020-02-16,0
1496,South Carolina,2020-02-16,0
1497,South Dakota,2020-02-16,0
1498,Tennessee,2020-02-16,0
1499,Texas,2020-02-16,0
1500,Utah,2020-02-16,0
1501,Vermont,2020-02-16,0
1502,Virgin Islands,2020-02-16,0
1503,Virginia,2020-02-16,0
1504,Washington,2020-02-16,1
1505,West Virginia,2020-02-16,0
1506,Wisconsin,2020-02-16,0
1507,Wyoming,2020-02-16,0
1508,Alabama,2020-02-17,0
1509,Alaska,2020-02-17,0
1510,American Samoa,2020-02-17,0
1511,Arizona,2020-02-17,1
1512,Arkansas,2020-02-17,0
1513,California,2020-02-17,8
1514,Colorado,2020-02-17,0
1515,Connecticut,2020-02-17,0
1516,Delaware,2020-02-17,0
1517,Diamond Princess,2020-02-17,0
1518,District of Columbia,2020-02-17,0
1519,Florida,2020-02-17,0
1520,Georgia,2020-02-17,0
1521,Grand Princess,2020-02-17,0
1522,Guam,2020-02-17,0
1523,Hawaii,2020-02-17,0
1524,Idaho,2020-02-17,0
1525,Illinois,2020-02-17,2
1526,Indiana,2020-02-17,0
1527,Iowa,2020-02-17,0
1528,Kansas,2020-02-17,0
1529,Kentucky,2020-02-17,0
1530,Louisiana,2020-02-17,0
1531,Maine,2020-02-17,0
1532,Maryland,2020-02-17,0
1533,Massachusetts,2020-02-17,1
1534,Michigan,2020-02-17,0
1535,Minnesota,2020-02-17,0
1536,Mississippi,2020-02-17,0
1537,Missouri,2020-02-17,0
1538,Montana,2020-02-17,0
1539,Nebraska,2020-02-17,0
1540,Nevada,2020-02-17,0
1541,New Hampshire,2020-02-17,0
1542,New Jersey,2020-02-17,0
1543,New Mexico,2020-02-17,0
1544,New York,2020-02-17,0
1545,North Carolina,2020-02-17,0
1546,North Dakota,2020-02-17,0
1547,Northern Mariana Islands,2020-02-17,0
1548,Ohio,2020-02-17,0
1549,Oklahoma,2020-02-17,0
1550,Oregon,2020-02-17,0
1551,Pennsylvania,2020-02-17,0
1552,Puerto Rico,2020-02-17,0
1553,Rhode Island,2020-02-17,0
1554,South Carolina,2020-02-17,0
1555,South Dakota,2020-02-17,0
1556,Tennessee,2020-02-17,0
1557,Texas,2020-02-17,0
1558,Utah,2020-02-17,0
1559,Vermont,2020-02-17,0
1560,Virgin Islands,2020-02-17,0
1561,Virginia,2020-02-17,0
1562,Washington,2020-02-17,1
1563,West Virginia,2020-02-17,0
1564,Wisconsin,2020-02-17,0
1565,Wyoming,2020-02-17,0
1566,Alabama,2020-02-18,0
1567,Alaska,2020-02-18,0
1568,American Samoa,2020-02-18,0
1569,Arizona,2020-02-18,1
1570,Arkansas,2020-02-18,0
1571,California,2020-02-18,8
1572,Colorado,2020-02-18,0
1573,Connecticut,2020-02-18,0
1574,Delaware,2020-02-18,0
1575,Diamond Princess,2020-02-18,0
1576,District of Columbia,2020-02-18,0
1577,Florida,2020-02-18,0
1578,Georgia,2020-02-18,0
1579,Grand Princess,2020-02-18,0
1580,Guam,2020-02-18,0
1581,Hawaii,2020-02-18,0
1582,Idaho,2020-02-18,0
1583,Illinois,2020-02-18,2
1584,Indiana,2020-02-18,0
1585,Iowa,2020-02-18,0
1586,Kansas,2020-02-18,0
1587,Kentucky,2020-02-18,0
1588,Louisiana,2020-02-18,0
1589,Maine,2020-02-18,0
1590,Maryland,2020-02-18,0
1591,Massachusetts,2020-02-18,1
1592,Michigan,2020-02-18,0
1593,Minnesota,2020-02-18,0
1594,Mississippi,2020-02-18,0
1595,Missouri,2020-02-18,0
1596,Montana,2020-02-18,0
1597,Nebraska,2020-02-18,0
1598,Nevada,2020-02-18,0
1599,New Hampshire,2020-02-18,0
1600,New Jersey,2020-02-18,0
1601,New Mexico,2020-02-18,0
1602,New York,2020-02-18,0
1603,North Carolina,2020-02-18,0
1604,North Dakota,2020-02-18,0
1605,Northern Mariana Islands,2020-02-18,0
1606,Ohio,2020-02-18,0
1607,Oklahoma,2020-02-18,0
1608,Oregon,2020-02-18,0
1609,Pennsylvania,2020-02-18,0
1610,Puerto Rico,2020-02-18,0
1611,Rhode Island,2020-02-18,0
1612,South Carolina,2020-02-18,0
1613,South Dakota,2020-02-18,0
1614,Tennessee,2020-02-18,0
1615,Texas,2020-02-18,0
1616,Utah,2020-02-18,0
1617,Vermont,2020-02-18,0
1618,Virgin Islands,2020-02-18,0
1619,Virginia,2020-02-18,0
1620,Washington,2020-02-18,1
1621,West Virginia,2020-02-18,0
1622,Wisconsin,2020-02-18,0
1623,Wyoming,2020-02-18,0
1624,Alabama,2020-02-19,0
1625,Alaska,2020-02-19,0
1626,American Samoa,2020-02-19,0
1627,Arizona,2020-02-19,1
1628,Arkansas,2020-02-19,0
1629,California,2020-02-19,8
1630,Colorado,2020-02-19,0
1631,Connecticut,2020-02-19,0
1632,Delaware,2020-02-19,0
1633,Diamond Princess,2020-02-19,0
1634,District of Columbia,2020-02-19,0
1635,Florida,2020-02-19,0
